filename,artist,style,genre
95305.jpg,Isaac Levitan,Realism,landscape
9325.jpg,Ilya Repin,Realism,genre painting
88376.jpg,Edward Burne-Jones,Symbolism,genre painting
59725.jpg,Albert Bierstadt,Luminism,landscape
22576.jpg,Ivan Shishkin,Realism,landscape
58655.jpg,Vladimir Makovsky,Realism,portrait
81275.jpg,Arkhip Kuindzhi,Impressionism,cityscape
47132.jpg,Kuzma Petrov-Vodkin,Symbolism,still life
77656.jpg,Odilon Redon,Symbolism,portrait
41293.jpg,Isaac Levitan,Realism,landscape
84625.jpg,Valentin Serov,Realism,sketch and study
6401.jpg,Albert Bierstadt,Luminism,landscape
20086.jpg,Konstantin Makovsky,Romanticism,portrait
5372.jpg,Egon Schiele,Expressionism,portrait
79333.jpg,Kitagawa Utamaro,Ukiyo-e,portrait
57147.jpg,William Hogarth,Rococo,allegorical painting
89837.jpg, Wassily Kandinsky,Expressionism,animal painting
93218.jpg,Salvador Dali,Expressionism,mythological painting
7682.jpg,Kamal ud-Din Behzad,Timurid Period,miniature
65452.jpg,Frantisek Kupka,Expressionism,religious painting
58460.jpg,Nikos Nikolaou,Realism,cityscape
100328.jpg,Felix Vallotton ,Realism,still life
18897.jpg,Maurice Utrillo,Post-Impressionism,flower painting
99702.jpg,Antonio Ligabue,Naïve Art (Primitivism),wildlife painting
36295.jpg,Morris Louis,Color Field Painting,abstract
19369.jpg,Raphael Kirchner,Art Nouveau (Modern),illustration
43631.jpg,Albert Bierstadt,Luminism,landscape
62063.jpg,Janos Mattis-Teutsch,Abstract Art,abstract
62717.jpg,Ernst Ludwig Kirchner,Expressionism,landscape
33079.jpg,Giuseppe de Nittis,Impressionism,cityscape
87462.jpg,Honore Daumier,Realism,sketch and study
48239.jpg,Camille Corot,Realism,landscape
30275.jpg,Theophile Steinlen,Art Nouveau (Modern),genre painting
60228.jpg,Ferdinand Georg Waldmüller,Biedermeier,genre painting
5843.jpg,Rembrandt,Baroque,portrait
47731.jpg,Rembrandt,Baroque,portrait
76623.jpg,Lorenzo Lotto,High Renaissance,portrait
47667.jpg,Eustache Le Sueur,Baroque,mythological painting
56452.jpg,James Ward ,Romanticism,animal painting
63847.jpg,William Collins,Romanticism,genre painting
37797.jpg,Raphael Kirchner,Art Nouveau (Modern),design
23464.jpg,Hasui Kawase,Shin-hanga,cityscape
14471.jpg,Mary Cassatt,Impressionism,genre painting
92905.jpg,Claudio Bravo,Hyper-Realism,genre painting
77958.jpg,Erte,Art Deco,design
71309.jpg,Johan Hendrik Weissenbruch,Realism,landscape
60244.jpg,Ivan Shishkin,Realism,landscape
16074.jpg,Konstantin Korovin,Impressionism,marina
88441.jpg,Francesco Guardi,Baroque,marina
64508.jpg,Camille Corot,Realism,landscape
44792.jpg,Lev Lagorio,Romanticism,marina
25081.jpg,Johan Hendrik Weissenbruch,Realism,marina
75921.jpg,Alexandre Cabanel,Academicism,portrait
71351.jpg,Isaac Levitan,Realism,sketch and study
92184.jpg,Rembrandt,Baroque,portrait
57155.jpg,Ivan Kramskoy,Realism,portrait
37643.jpg,Kay Nielsen,Art Nouveau (Modern),illustration
30027.jpg,Correggio,Mannerism (Late Renaissance),religious painting
45882.jpg,Giorgio Morandi,Magic Realism,still life
5094.jpg,Maurice de Vlaminck,Post-Impressionism,landscape
96895.jpg,Andy Warhol,Pop Art,design
77458.jpg,Thomas Gainsborough,Rococo,portrait
46402.jpg,Egon Schiele,Expressionism,genre painting
86614.jpg,Anthony van Dyck,Baroque,portrait
69586.jpg,Gustave Moreau,Romanticism,genre painting
26372.jpg,Ivan Generalic,Naïve Art (Primitivism),genre painting
6257.jpg,Camille Corot,Romanticism,landscape
3674.jpg,Camille Corot,Realism,landscape
93364.jpg,Robert Henri,American Realism,portrait
15021.jpg,Vasily Perov,Realism,sketch and study
84522.jpg,Lilla Cabot Perry,Impressionism,portrait
74797.jpg,Katsushika Hokusai,Ukiyo-e,landscape
28483.jpg,Patrick Procktor,Pop Art,portrait
49328.jpg,James Charles,Impressionism,genre painting
14493.jpg,El Greco,Mannerism (Late Renaissance),portrait
5338.jpg,George Stefanescu-Ramnic ,Expressionism,religious painting
9492.jpg,Lucian Freud,Expressionism,portrait
11476.jpg,Ilka Gedo,Expressionism,self-portrait
69751.jpg,Matthias Stom,Tenebrism,religious painting
9904.jpg,John Henry Twachtman,Impressionism,cityscape
91765.jpg,Hasui Kawase,Shin-hanga,genre painting
21021.jpg,Gustave Caillebotte,Impressionism,sketch and study
46594.jpg,Arkhip Kuindzhi,Impressionism,landscape
37329.jpg,Valentin Serov,Realism,illustration
2746.jpg,Jean-Leon Gerome,Academicism,mythological painting
19303.jpg,Andrei Ryabushkin,Art Nouveau (Modern),illustration
102487.jpg,Koshiro Onchi,Sōsaku hanga,abstract
22811.jpg,Albert Bierstadt,Luminism,landscape
37702.jpg,Endre Bartos,Art Informel,abstract
39136.jpg,Felix Vallotton ,Art Nouveau (Modern),portrait
84801.jpg,John Henry Twachtman,Tonalism,landscape
55405.jpg,Salvador Dali,Surrealism,allegorical painting
47187.jpg,Salvador Dali,Surrealism,portrait
68509.jpg,Salvador Dali,Symbolism,nude painting (nu)
37264.jpg,Gerard Terborch,Baroque,genre painting
26066.jpg,John Singleton Copley,Neoclassicism,portrait
87654.jpg,Berthe Morisot,Impressionism,portrait
29861.jpg,Luca Giordano,Baroque,portrait
59430.jpg,Robert Spencer,Impressionism,portrait
71043.jpg,Charles M. Russell,Romanticism,genre painting
92699.jpg,Francisco Goya,Romanticism,capriccio
82375.jpg,Odilon Redon,Symbolism,sketch and study
40218.jpg,Pinturicchio,High Renaissance,allegorical painting
6413.jpg,Cy Twombly,Abstract Expressionism,abstract
13580.jpg,Richard Lindner,Mechanistic Cubism,portrait
34096.jpg,Fra Angelico,Early Renaissance,religious painting
88701.jpg,Niko Pirosmani,Naïve Art (Primitivism),landscape
92393.jpg,Maxime Maufra,Post-Impressionism,landscape
32128.jpg,Jan van Eyck,Northern Renaissance,sketch and study
78264.jpg,Briton Riviere,Academicism,animal painting
34187.jpg,William Collins,Romanticism,landscape
47518.jpg,James Webb ,Romanticism,marina
68407.jpg,Gustave Courbet,Realism,landscape
70870.jpg,Dorothy Lathrop,Art Nouveau (Modern),illustration
54768.jpg,Emily Carr,Post-Impressionism,landscape
27432.jpg,Charles M. Russell,Romanticism,genre painting
1092.jpg,Lev Lagorio,Romanticism,marina
38373.jpg,Guercino,Baroque,portrait
83963.jpg,Piet Mondrian,Cubism,still life
53948.jpg,Gerard David,Northern Renaissance,religious painting
29388.jpg,Raphael,High Renaissance,sketch and study
85392.jpg,Correggio,High Renaissance,religious painting
30526.jpg,Konstantin Korovin,Impressionism,cityscape
76047.jpg,Ilya Repin,Realism,sketch and study
94230.jpg,Isaac Levitan,Realism,sketch and study
87282.jpg,Konstantin Bogaevsky,Symbolism,landscape
68735.jpg,Valentin Serov,Realism,illustration
9131.jpg,Francesco Guardi,Baroque,marina
99918.jpg,Jean Cocteau,Expressionism,nude painting (nu)
98438.jpg,Francisco Goya,Romanticism,capriccio
30442.jpg,Maurice Denis,Post-Impressionism,religious painting
81745.jpg,Anthony van Dyck,Baroque,portrait
49303.jpg,Francisco Goya,Romanticism,religious painting
78034.jpg,Pierre Bonnard,Post-Impressionism,portrait
17982.jpg,Charles M. Russell,Romanticism,genre painting
98967.jpg,John Miller,Contemporary Realism,landscape
91172.jpg,Eyvind Earle,Magic Realism,landscape
54255.jpg,Grant Wood,Impressionism,cityscape
100205.jpg,John Miller,Contemporary Realism,landscape
76746.jpg,Eugene Boudin,Impressionism,genre painting
48275.jpg,Endre Bartos,Expressionism,landscape
22223.jpg,James McNeill Whistler,Realism,genre painting
26.jpg,El Greco,Mannerism (Late Renaissance),religious painting
32171.jpg,John William Godward,Neoclassicism,genre painting
68710.jpg,James Charles,Realism,portrait
22915.jpg,Alfred Wallis,Naïve Art (Primitivism),marina
66715.jpg,James Webb ,Realism,genre painting
18181.jpg,James Ward ,Romanticism,landscape
40222.jpg,Amedeo Modigliani,Expressionism,portrait
82735.jpg,Yves Klein,Nouveau Réalisme,figurative
82693.jpg,Piet Mondrian,Impressionism,landscape
83675.jpg,Franz Richard Unterberger,Romanticism,cityscape
58435.jpg,Maki Haku,Sōsaku hanga,abstract
51139.jpg,Filipp Malyavin,Art Nouveau (Modern),genre painting
102760.jpg,Eugene Boudin,Impressionism,landscape
47240.jpg,Kiyokata Kaburagi,Shin-hanga,bijinga
26223.jpg,Leon Bonnat,Romanticism,genre painting
79274.jpg,Wilhelm Kotarbinski,Art Nouveau (Modern),religious painting
22557.jpg,Ilya Repin,Realism,religious painting
86982.jpg,Konstantin Makovsky,Romanticism,portrait
19474.jpg,Fyodor Bronnikov,Romanticism,genre painting
11925.jpg,Pierre-Paul Prud'hon,Neoclassicism,nude painting (nu)
60167.jpg,Aleksey Savrasov,Realism,landscape
31994.jpg,Michelangelo,High Renaissance,nude painting (nu)
49335.jpg,Kuzma Petrov-Vodkin,Symbolism,design
22642.jpg,Vasily Polenov,Realism,landscape
35563.jpg,Konstantin Makovsky,Academicism,allegorical painting
86591.jpg,Konstantin Makovsky,Realism,landscape
21748.jpg,Ivan Shishkin,Realism,landscape
81183.jpg,Isaac Levitan,Realism,landscape
43247.jpg,Salvador Dali,Neoclassicism,sketch and study
32323.jpg,Bruno Munari,Concretism,abstract
28309.jpg,Eugene Boudin,Realism,animal painting
72315.jpg,Ilya Mashkov,Post-Impressionism,cityscape
45757.jpg,Stanley Spencer,Neo-Romanticism,cityscape
38286.jpg,Berthe Morisot,Impressionism,landscape
74560.jpg,Candido Portinari,Naïve Art (Primitivism),genre painting
2643.jpg,Camille Corot,Realism,animal painting
34764.jpg,Camille Corot,Realism,cityscape
36797.jpg,Jan van Hemessen,Northern Renaissance,religious painting
19411.jpg,James Tissot,Realism,genre painting
12764.jpg,Sam Francis,Lyrical Abstraction,abstract
27582.jpg,Andre Derain,Cubism,landscape
55859.jpg,Vasily Surikov,Realism,sketch and study
26937.jpg,Rene Bertholo,Pop Art,figurative
17223.jpg,Franz Marc,Cubism,symbolic painting
12974.jpg,Albert Pinkham Ryder,Symbolism,literary painting
25518.jpg,Albert Bierstadt,Luminism,landscape
83296.jpg,Alfred Wallis,Naïve Art (Primitivism),landscape
60544.jpg,Thomas Jones Barker,Romanticism,history painting
68677.jpg,John Jackson,Rococo,portrait
70959.jpg,Alfred Wallis,Naïve Art (Primitivism),landscape
51902.jpg,James McNeill Whistler,Tonalism,genre painting
44478.jpg,Eric Ravilious,Magic Realism,cityscape
62403.jpg,Paul Bril,Baroque,landscape
91471.jpg,Caravaggio,Baroque,portrait
69919.jpg,Bernardo Bellotto,Rococo,cityscape
79438.jpg,Bertalan Por,Post-Impressionism,landscape
27376.jpg,Maurice Prendergast,Post-Impressionism,genre painting
82465.jpg,Viktor Vasnetsov,Romanticism,literary painting
26530.jpg,Henri Martin,Impressionism,portrait
6571.jpg,Joan Mitchell,Abstract Expressionism,abstract
51452.jpg,Ivan Serpa,Concretism,abstract
64532.jpg,Louis Comfort Tiffany,Post-Impressionism,landscape
75383.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting
46215.jpg,Kuzma Petrov-Vodkin,Symbolism,design
5707.jpg,Francesco Guardi,Baroque,veduta
26395.jpg,Vasily Polenov,Romanticism,religious painting
20436.jpg,Constantin Piliuta,Post-Impressionism,flower painting
64089.jpg,Konstantin Korovin,Impressionism,genre painting
59719.jpg,Vasily Vereshchagin,Realism,battle painting
26677.jpg,Ligia Macovei,Expressionism,nude painting (nu)
63523.jpg,Fyodor Bronnikov,Academicism,genre painting
92317.jpg,Vasily Vereshchagin,Realism,portrait
96349.jpg,Alexandre Benois,Art Nouveau (Modern),genre painting
26783.jpg,Henri Catargi,Post-Impressionism,still life
71729.jpg,Arthur Verona,Impressionism,genre painting
97700.jpg,Arkhip Kuindzhi,Impressionism,landscape
81723.jpg,Ivan Shishkin,Realism,landscape
35257.jpg,Vasily Polenov,Realism,religious painting
33174.jpg,Jacques-Louis David,Neoclassicism,portrait
14575.jpg,Yiannis Tsaroychis,New Realism,cityscape
51051.jpg,Tsukioka Yoshitoshi,Ukiyo-e,mythological painting
21818.jpg,Eyvind Earle,Magic Realism,portrait
46795.jpg,Leonardo da Vinci,High Renaissance,sketch and study
36224.jpg,Edvard Munch,Expressionism,genre painting
38227.jpg,Jean Metzinger,Pointillism,portrait
97090.jpg,M.C. Escher,Op Art,tessellation
6795.jpg,Henri Fantin-Latour,Realism,flower painting
64064.jpg,El Greco,Mannerism (Late Renaissance),religious painting
44845.jpg,Alfred Sisley,Impressionism,landscape
89450.jpg,Thomas Sully,Romanticism,interior
66325.jpg,Thomas Hill,Romanticism,genre painting
862.jpg,Sir Lawrence Alma-Tadema,Romanticism,genre painting
83627.jpg,Janos Tornyai,Post-Impressionism,landscape
40932.jpg,Arthur Segal,Abstract Art,abstract
50730.jpg,James Charles,Realism,portrait
41645.jpg,James Webb ,Realism,marina
43743.jpg,Utagawa Toyokuni,Ukiyo-e,genre painting
38203.jpg,Ivan Kramskoy,Realism,portrait
51218.jpg,Ivan Kramskoy,Realism,genre painting
19372.jpg,Alekos Kontopoulos ,Cubism,still life
8099.jpg,Andre Lanskoy,Tachisme,abstract
69947.jpg,Ion Alin Gheorghiu,Cubism,figurative
87347.jpg,Stanley Spencer,Neo-Romanticism,genre painting
6077.jpg,Martiros Saryan,Realism,landscape
99963.jpg,Abraham Manievich,Fauvism,cityscape
90740.jpg,Giovanni Bellini,Early Renaissance,religious painting
40576.jpg,Eugene von Guerard,Romanticism,landscape
4116.jpg,Konstantin Somov,Symbolism,symbolic painting
84994.jpg,Joshua Reynolds,Rococo,portrait
12637.jpg,Ilya Repin,Impressionism,genre painting
81390.jpg,Samuel Mutzner,Orientalism,nude painting (nu)
57405.jpg,Kuzma Petrov-Vodkin,Symbolism,design
13710.jpg,Ilya Repin,Realism,portrait
76872.jpg,Vasily Polenov,Realism,landscape
27721.jpg,Isaac Levitan,Realism,landscape
5186.jpg,Maurice Prendergast,Naïve Art (Primitivism),genre painting
50001.jpg,Maurice Denis,Post-Impressionism,genre painting
59734.jpg,Ivan Serpa,Concretism,abstract
11107.jpg,Efim Volkov,Realism,landscape
35622.jpg,Andre Lanskoy,Tachisme,abstract
82845.jpg,Raphael,High Renaissance,sketch and study
76590.jpg,Bernardo Bellotto,Rococo,cityscape
2844.jpg,Paul Signac,Impressionism,cityscape
34762.jpg,Alfred Sisley,Impressionism,landscape
59612.jpg,Erte,Art Deco,genre painting
75941.jpg,Henri Fantin-Latour,Realism,flower painting
52195.jpg,Aleksandra Ekster,Cubo-Futurism,cityscape
27440.jpg,Bartolome Bermejo,Gothic,religious painting
77082.jpg,Pieter Bruegel the Elder,Northern Renaissance,genre painting
98579.jpg,Maurice Utrillo,Post-Impressionism,cityscape
27423.jpg,Ivan Kramskoy,Realism,portrait
92380.jpg,Walter Crane,Neo-Romanticism,illustration
90473.jpg,David Bates,Realism,genre painting
42260.jpg,Marcus Stone,Romanticism,portrait
53770.jpg,Martiros Saryan,Naïve Art (Primitivism),still life
35046.jpg,Stanley Spencer,Neo-Romanticism,symbolic painting
49945.jpg,Martiros Saryan,Expressionism,sketch and study
63685.jpg,Peter Paul Rubens,Baroque,animal painting
12019.jpg,John Bauer,Art Nouveau (Modern),illustration
60593.jpg,Hans Baldung,Northern Renaissance,religious painting
87992.jpg,Leon Bakst,Art Nouveau (Modern),design
4232.jpg,Pyotr Konchalovsky,Post-Impressionism,genre painting
25356.jpg,George Washington Lambert,Symbolism,animal painting
32370.jpg,Gerrit Dou,Baroque,genre painting
92008.jpg,Pavel Svinyin,Romanticism,genre painting
59973.jpg,Konstantinos Parthenis,Expressionism,nude painting (nu)
95808.jpg,Richard Pousette-Dart,Abstract Expressionism,abstract
52062.jpg,Isaac Levitan,Realism,landscape
54250.jpg,Ivan Shishkin,Realism,landscape
10809.jpg,Ivan Shishkin,Realism,landscape
37181.jpg,Francisco Oller,Impressionism,landscape
10151.jpg,Lev Lagorio,Romanticism,marina
29768.jpg,Ivan Shishkin,Realism,landscape
64527.jpg,Fyodor Bronnikov,Romanticism,genre painting
69385.jpg,Isaac Levitan,Realism,landscape
89846.jpg,Ivan Shishkin,Realism,landscape
12784.jpg,Henri Martin,Divisionism,cityscape
71666.jpg,Albert Bierstadt,Luminism,landscape
19140.jpg,Camille Corot,Realism,landscape
81878.jpg,Maurice Quentin de La Tour,Rococo,portrait
45811.jpg,Odilon Redon,Symbolism,genre painting
51946.jpg,Lev Lagorio,Romanticism,landscape
76142.jpg,Endre Bartos,Expressionism,landscape
14198.jpg,Leon Bakst,Art Nouveau (Modern),landscape
31235.jpg,Mary Cassatt,Japonism,genre painting
65716.jpg,Max Ernst,Surrealism,symbolic painting
49039.jpg,Eric Ravilious,Magic Realism,cityscape
33393.jpg,Maxime Maufra,Post-Impressionism,landscape
6641.jpg,Egon Schiele,Impressionism,landscape
85279.jpg,William-Adolphe Bouguereau,Neoclassicism,genre painting
41973.jpg,Vladimir Tatlin,Cubism,self-portrait
100567.jpg,Mark Rothko,Color Field Painting,abstract
33114.jpg,Natalia Goncharova,Art Nouveau (Modern),design
14372.jpg,Louis Vivin,Naïve Art (Primitivism),still life
72656.jpg,Paul Serusier,Synthetism,portrait
102043.jpg,Alfred Sisley,Impressionism,landscape
19912.jpg,Maurice Denis,Post-Impressionism,genre painting
57992.jpg,Albert Bierstadt,Romanticism,animal painting
27818.jpg,Camille Corot,Romanticism,portrait
24808.jpg,Charles M. Russell,Romanticism,genre painting
99884.jpg,Raoul Dufy,Post-Impressionism,still life
102098.jpg,Aurel Cojan,Tachisme,abstract
19500.jpg,Henri Fantin-Latour,Realism,flower painting
99381.jpg,Ivan Shishkin,Realism,landscape
41666.jpg,Paul Klee,Surrealism,portrait
99105.jpg,Isaac Levitan,Realism,landscape
49712.jpg,Konstantin Bogaevsky,Realism,landscape
11746.jpg,Isaac Levitan,Realism,landscape
41853.jpg,Umberto Boccioni,Futurism,nude painting (nu)
81968.jpg,Ilya Repin,Realism,portrait
37809.jpg,Nicholas Roerich,Symbolism,landscape
89007.jpg,Vladimir Tatlin,Constructivism,design
10501.jpg,Anton Melbye,Romanticism,marina
84988.jpg,George Bouzianis,Expressionism,portrait
75304.jpg,Zdislav Beksinski,Surrealism,symbolic painting
37903.jpg,Kazimir Malevich,Suprematism,sketch and study
91095.jpg,Rembrandt,Baroque,genre painting
54374.jpg,Charles M. Russell,Romanticism,genre painting
55210.jpg,Camille Corot,Realism,landscape
88156.jpg,Stanley Spencer,Neo-Romanticism,symbolic painting
101061.jpg,Martiros Saryan,Realism,flower painting
37845.jpg,John Bauer,Art Nouveau (Modern),illustration
83541.jpg,Rembrandt,Baroque,portrait
35478.jpg,Theophile Steinlen,Art Nouveau (Modern),illustration
79129.jpg,Ivan Kramskoy,Realism,portrait
64573.jpg,Laura Knight,Impressionism,landscape
18471.jpg,Thomas Lawrence,Rococo,portrait
86465.jpg,Eliseu Visconti,Impressionism,nude painting (nu)
67345.jpg,Giovanni Bellini,Early Renaissance,religious painting
95724.jpg,Salvador Dali,Surrealism,still life
54105.jpg,Salvador Dali,Surrealism,figurative
4916.jpg,Hugo Simberg,Symbolism,landscape
89897.jpg,Cuno Amiet,Post-Impressionism,landscape
47185.jpg,Michelangelo,High Renaissance,sketch and study
34949.jpg,Aleksander Gierymski,Impressionism,genre painting
30659.jpg,Frans Snyders,Baroque,genre painting
69978.jpg,Ivan Shishkin,Realism,landscape
11689.jpg,Kuzma Petrov-Vodkin,Symbolism,design
9703.jpg,Raoul Dufy,Cubism,design
55739.jpg,Aleksey Savrasov,Realism,landscape
100049.jpg,Francesco Guardi,Baroque,veduta
75616.jpg,Ferdinand Hodler,Art Nouveau (Modern),portrait
66262.jpg,M.C. Escher,Surrealism,cityscape
5627.jpg,Jean Hugo,Naïve Art (Primitivism),landscape
43944.jpg,M.C. Escher,Op Art,tessellation
35681.jpg,Rudolf Schweitzer-Cumpana,Impressionism,genre painting
60912.jpg,Giorgio Morandi,Metaphysical art,still life
50263.jpg,Henri Martin,Pointillism,landscape
19545.jpg,Jose Malhoa,Realism,genre painting
96622.jpg,Fernand Leger,Tubism,abstract
21032.jpg,Andrei Rublev,Byzantine,religious painting
93580.jpg,William Merritt Chase,Impressionism,genre painting
19596.jpg,Alekos Kontopoulos ,Realism,landscape
74155.jpg,Guercino,Baroque,religious painting
57069.jpg, Wassily Kandinsky,Post-Impressionism,marina
37098.jpg,Rembrandt,Baroque,portrait
47655.jpg,David Scott,Romanticism,history painting
43322.jpg,Samuel Peploe,Post-Impressionism,still life
37912.jpg,George Morland,Rococo,genre painting
2439.jpg,Matthias Grünewald,Northern Renaissance,portrait
28161.jpg,Georges Lacombe ,Symbolism,landscape
8074.jpg,Julian Alden Weir,Tonalism,landscape
90261.jpg,Charles M. Russell,Romanticism,genre painting
95338.jpg,Maurice de Vlaminck,Post-Impressionism,cityscape
27504.jpg,Nicholas Roerich,Art Nouveau (Modern),sketch and study
34246.jpg,Robert Henri,American Realism,portrait
5901.jpg,John Singleton Copley,Neoclassicism,portrait
38582.jpg,Bernhard Strigel,Northern Renaissance,portrait
82747.jpg,Edouard Vuillard,Post-Impressionism,still life
74720.jpg,Ivan Serpa,Concretism,abstract
98621.jpg,John Henry Twachtman,Tonalism,cityscape
100325.jpg,Zinaida Serebriakova,Art Nouveau (Modern),portrait
65946.jpg,M.C. Escher,Op Art,tessellation
18559.jpg,Grant Wood,Regionalism,landscape
81918.jpg,Stanley Spencer,Neo-Romanticism,portrait
68893.jpg,M.C. Escher,Op Art,tessellation
99745.jpg,Peder Severin Kroyer,Impressionism,genre painting
21486.jpg,Edmund Charles Tarbell,Impressionism,portrait
83979.jpg,Raphael,High Renaissance,portrait
43291.jpg,Ivan Serpa,Concretism,abstract
26193.jpg,Pierre-Paul Prud'hon,Neoclassicism,nude painting (nu)
30700.jpg,Ivan Shishkin,Realism,landscape
101609.jpg,Franz Xaver Winterhalter,Neoclassicism,portrait
94611.jpg,Andrei Ryabushkin,Realism,genre painting
87185.jpg,Pierre-Paul Prud'hon,Neoclassicism,nude painting (nu)
101942.jpg,Konstantin Makovsky,Romanticism,portrait
63482.jpg,Henri Fantin-Latour,Realism,flower painting
94590.jpg,Camille Corot,Realism,cityscape
70321.jpg,David Johnson,Romanticism,landscape
72747.jpg,Julio Resende,Expressionism,figurative
2323.jpg,Anthony van Dyck,Baroque,self-portrait
43131.jpg,Peter Paul Rubens,Baroque,portrait
65315.jpg,Rembrandt,Baroque,portrait
41379.jpg,William Merritt Chase,Impressionism,landscape
32862.jpg,Raphael Kirchner,Art Nouveau (Modern),genre painting
37949.jpg,John Crome,Romanticism,landscape
94449.jpg,William Scott,Abstract Expressionism,abstract
50019.jpg,Alfred Wallis,Naïve Art (Primitivism),marina
82968.jpg,Alfred Wallis,Naïve Art (Primitivism),marina
76920.jpg,John Bratby,Expressionism,portrait
29467.jpg,James Webb ,Romanticism,cityscape
100509.jpg,Roger de La Fresnaye,Cubism,mythological painting
45593.jpg,Felix Vallotton ,Art Nouveau (Modern),portrait
9782.jpg,Camille Corot,Realism,landscape
88328.jpg,Theo van Doesburg,Expressionism,portrait
23316.jpg,Odilon Redon,Symbolism,religious painting
55306.jpg,Konstantin Yuon,Post-Impressionism,cityscape
12504.jpg,Janos Tornyai,Post-Impressionism,landscape
53192.jpg,Paul Signac,Impressionism,marina
46130.jpg,Luca Giordano,Baroque,portrait
15078.jpg,Martin Johnson Heade,Luminism,landscape
40352.jpg,Egon Schiele,Expressionism,sketch and study
40822.jpg,Piet Mondrian,Post-Impressionism,self-portrait
5683.jpg,Aristarkh Lentulov,Realism,landscape
7623.jpg,Robert Julian Onderdonk,Impressionism,landscape
5105.jpg,Antonio Palolo,Art Informel,abstract
42291.jpg,Gerard David,Northern Renaissance,religious painting
7446.jpg,Ivan Shishkin,Realism,landscape
72055.jpg,Albert Bierstadt,Luminism,landscape
31688.jpg,Vasily Vereshchagin,Realism,history painting
93378.jpg,Isaac Levitan,Impressionism,landscape
38076.jpg,Vasily Polenov,Realism,sketch and study
10435.jpg,Fyodor Bronnikov,Romanticism,cityscape
50277.jpg,Kuzma Petrov-Vodkin,Symbolism,landscape
92034.jpg,Paul Klee,Fauvism,cityscape
97582.jpg,Pavel Svinyin,Romanticism,landscape
24402.jpg,Charles Tunnicliffe,Naturalism,wildlife painting
43252.jpg,Alfred Wallis,Naïve Art (Primitivism),marina
74037.jpg,Thomas Jones,Romanticism,landscape
21143.jpg,Alfred Wallis,Naïve Art (Primitivism),marina
61259.jpg,Henry William Banks Davis,Romanticism,animal painting
61910.jpg,David Bates,Realism,landscape
81762.jpg,M.C. Escher,Op Art,tessellation
100151.jpg,Jusepe de Ribera,Tenebrism,religious painting
2951.jpg,Lajos Gulacsy ,Symbolism,genre painting
56457.jpg,Joshua Reynolds,Rococo,portrait
13000.jpg,Grant Wood,Impressionism,landscape
22828.jpg,Martiros Saryan,Expressionism,still life
1734.jpg,Carlos Saenz de Tejada,Expressionism,genre painting
42676.jpg,Julius LeBlanc Stewart,Realism,portrait
83478.jpg,Eugene Boudin,Impressionism,genre painting
24.jpg,Edouard Cortes,Post-Impressionism,cityscape
79700.jpg,Edouard Cortes,Post-Impressionism,cityscape
102812.jpg,Camille Corot,Realism,landscape
102373.jpg,Ernst Ludwig Kirchner,Expressionism,portrait
20423.jpg,Gerard Terborch,Baroque,genre painting
75348.jpg,Max Liebermann,Impressionism,genre painting
44225.jpg,Eugene Boudin,Impressionism,landscape
20165.jpg,Giovanni Boldini,Impressionism,portrait
16821.jpg,Camille Corot,Realism,cityscape
102667.jpg,Theophile Steinlen,Art Nouveau (Modern),illustration
83014.jpg,William-Adolphe Bouguereau,Realism,mythological painting
75536.jpg,Bui Xuan Phai,Abstract Expressionism,abstract
82587.jpg,John Bauer,Art Nouveau (Modern),illustration
20543.jpg,Sydney Laurence,Romanticism,genre painting
54605.jpg,El Greco,Mannerism (Late Renaissance),religious painting
81938.jpg,Pietro Perugino,High Renaissance,religious painting
79899.jpg,Maurice Prendergast,Post-Impressionism,landscape
54047.jpg,Tsukioka Yoshitoshi,Ukiyo-e,literary painting
48092.jpg,Henri Fantin-Latour,Realism,flower painting
95068.jpg,William-Adolphe Bouguereau,Neoclassicism,portrait
87594.jpg,Konstantin Korovin,Impressionism,flower painting
26770.jpg,Jules Joseph Lefebvre,Academicism,nude painting (nu)
47485.jpg,Ivan Shishkin,Realism,landscape
30867.jpg,Ilya Repin,Realism,history painting
26138.jpg,Thomas Cole,Romanticism,cityscape
85711.jpg,Aleksey Savrasov,Realism,landscape
27715.jpg,Vasily Polenov,Realism,sketch and study
24136.jpg,Arkhip Kuindzhi,Impressionism,landscape
45290.jpg,Pierre Puvis de Chavannes,Symbolism,religious painting
7211.jpg,Giovanni Paolo Panini,Baroque,capriccio
89757.jpg,Ito Jakuchu,Ukiyo-e,flower painting
7162.jpg,Giovanni Boldini,Realism,portrait
79845.jpg,Rembrandt,Baroque,sketch and study
19018.jpg,James Webb ,Romanticism,cityscape
815.jpg,Efim Volkov,Realism,landscape
68788.jpg,George Morland,Rococo,animal painting
95938.jpg,George Morland,Rococo,genre painting
88255.jpg,Mary Cassatt,Impressionism,genre painting
542.jpg,Marc Chagall,Naïve Art (Primitivism),cityscape
32730.jpg,James Tissot,Realism,caricature
89230.jpg,Nicholas Roerich,Symbolism,landscape
66164.jpg,Antoine Blanchard,Impressionism,cityscape
95773.jpg,Salvador Dali,Realism,still life
66447.jpg,George Stefanescu-Ramnic ,Abstract Expressionism,interior
39930.jpg,Jean Rene Bazaine,Art Informel,abstract
